name,company,year,kms_driven,fuel_type,Price
Jeep Gladiator,Jeep,2020,51568,Diesel,5905992
Audi RS e-tron GT,Audi,2020,92491,Electric,19983896
Genesis GV70,Genesis,2018,115021,Diesel,5429314
Hyundai i20,Hyundai,2011,258479,Diesel,1082706
MG 4 EV,MG,2025,14691,Electric,2916655
Cadillac Lyriq,Cadillac,2012,125650,Petrol,7187130
Volvo C40,Volvo,2025,11715,Petrol,5778879
Mercedes-Benz AMG S63,Mercedes-Benz,2026,799,Petrol,29768842
Mercedes-Benz S-Class,Mercedes-Benz,2020,73876,Petrol,17822157
Mahindra KUV100,Mahindra,2026,1866,Petrol,725629
Land Rover Discovery Sport,Land Rover,2016,199309,Diesel,7209497
Toyota Yaris,Toyota,2022,48137,Diesel,1945778
BMW 4 Series,BMW,2020,79093,Petrol,6165630
Mahindra KUV100,Mahindra,2022,61464,Diesel,731010
Cadillac XT6,Cadillac,2023,35328,Petrol,7004450
Citroen C3 Aircross,Citroen,2022,44989,Petrol,1299901
Maruti Suzuki Swift,Maruti,2021,99854,Diesel,875362
Mercedes-Benz AMG E63,Mercedes-Benz,2023,26497,Electric,19348169
Genesis G80,Genesis,2015,172906,Diesel,5069599
Lexus UX,Lexus,2015,178733,Petrol,4938921
Mahindra XUV900,Mahindra,2020,115597,Diesel,2351031
Maruti Suzuki Ciaz,Maruti,2024,32054,Petrol,1053213
Mahindra BE 5,Mahindra,2024,19295,Petrol,2881004
Renault Triber,Renault,2015,193471,Petrol,873213
Land Rover Discovery 5,Land Rover,2010,189328,Petrol,12420718
Bentley Mulliner Bacalar,Bentley,2015,155638,Diesel,84326222
Audi A7,Audi,2019,95690,Diesel,8158037
Maruti Suzuki Fronx,Maruti,2019,117110,Petrol,1132397
Lexus IS,Lexus,2020,92035,Petrol,6125862
Volkswagen Virtus,Volkswagen,2022,48427,Diesel,1605973
Volkswagen Vento,Volkswagen,2025,18654,Diesel,1154649
Mahindra Bolero Neo,Mahindra,2020,112536,Petrol,1123491
Citroen C5 Aircross,Citroen,2011,253185,Diesel,3466418
Volvo V40,Volvo,2024,19737,Diesel,4846676
Volvo XC90,Volvo,2017,177989,Diesel,10880063
Genesis GV60,Genesis,2017,161480,Diesel,6537127
BMW M3,BMW,2021,41951,Petrol,13353536
Jaguar F-Type,Jaguar,2022,63750,Petrol,12694296
Lincoln Corsair,Lincoln,2019,136304,Petrol,5193064
Cadillac XT5,Cadillac,2011,211577,Diesel,6427095
Porsche 718 Cayman,Porsche,2017,90245,Petrol,14537060
Honda WR-V,Honda,2010,226403,Petrol,1114075
Bentley Bentayga,Bentley,2019,76188,Petrol,54587418
Jeep Grand Cherokee,Jeep,2022,63526,Diesel,8356116
Tata Harrier EV,Tata,2021,63592,Electric,2048480
Mercedes-Benz GLS,Mercedes-Benz,2013,109068,Diesel,13837107
Volvo EX30,Volvo,2017,143308,Diesel,4803856
Jeep Wagoneer,Jeep,2018,71945,Diesel,4185441
Land Rover Range Rover,Land Rover,2026,117,Diesel,30749966
BMW M8,BMW,2025,13625,Petrol,24615761
Genesis G70,Genesis,2022,41056,Petrol,4302762
Skoda Kushaq,Skoda,2017,114033,Petrol,1692204
Aston Martin DBS Superleggera,Aston,2015,188450,Diesel,57654591
Genesis G70,Genesis,2016,169860,Petrol,4054334
Mercedes-Benz SLK,Mercedes-Benz,2016,147901,Electric,6698168
Volkswagen Virtus,Volkswagen,2020,66248,Diesel,1667446
Audi A4,Audi,2016,196471,Petrol,4780685
Mercedes-Benz AMG E53,Mercedes-Benz,2023,59306,Electric,13666672
Maruti Suzuki Invicto,Maruti,2015,212006,Diesel,2597686
Audi RSQ8,Audi,2012,117364,Petrol,22892501
Volkswagen Passat,Volkswagen,2026,24,Petrol,2700086
Audi RS7,Audi,2020,52434,Petrol,17689153
Lincoln MKZ,Lincoln,2020,99674,Diesel,4174619
Volvo EX90,Volvo,2020,93132,Diesel,8732132
Porsche Cayenne,Porsche,2018,131513,Electric,22600351
Audi A8,Audi,2017,148945,Electric,14427174
Genesis G90,Genesis,2022,61285,Petrol,7808514
BMW 6 Series,BMW,2020,94908,Petrol,6523446
Volvo V60,Volvo,2026,4184,Diesel,6314408
Lincoln MKZ,Lincoln,2022,68680,Diesel,4338331
Maruti Suzuki Alto,Maruti,2023,43937,Petrol,391689
Volkswagen Taigun,Volkswagen,2022,61922,Diesel,1863790
Toyota Fortuner Legender,Toyota,2020,110619,Petrol,4354314
McLaren Artura,McLaren,2022,47378,Petrol,52519908
Audi RS e-tron GT,Audi,2013,174194,Electric,20416271
Porsche Cayenne,Porsche,2023,37606,Petrol,19624652
Lexus LC,Lexus,2025,15489,Petrol,22262166
McLaren P1,McLaren,2020,95811,Diesel,89580150
Volvo S60,Volvo,2022,74000,Diesel,6062254
Mercedes-Benz CLS,Mercedes-Benz,2015,199764,Petrol,10161274
BMW X7,BMW,2020,100448,Diesel,14785233
Rolls Royce Cullinan,Rolls,2023,26911,Diesel,72086660
MG 5 EV,MG,2023,38061,Electric,2948709
Honda City e:HEV,Honda,2025,9539,Electric,1971984
BMW X4,BMW,2012,195233,Petrol,7689418
Cadillac Lyriq,Cadillac,2015,135039,Diesel,6462261
Lexus IS,Lexus,2018,81533,Petrol,6734268
Kia Carnival,Kia,2019,70546,Electric,2668210
Genesis G80,Genesis,2025,9002,Petrol,5617826
Aston Martin DB11,Aston,2024,31724,Petrol,43167406
BMW X5 M,BMW,2023,33408,Diesel,16888182
Nissan Magnite,Nissan,2025,9746,Petrol,965057
Hyundai Aura,Hyundai,2022,44689,Petrol,877795
Mercedes-Benz S-Class,Mercedes-Benz,2011,269320,Petrol,17576804
Jaguar XF Sportbrake,Jaguar,2014,217877,Diesel,6245827
Bentley Azure,Bentley,2011,171166,Petrol,65504818
Mercedes-Benz AMG E63,Mercedes-Benz,2015,215884,Petrol,19415995
Lamborghini Urus,Lamborghini,2016,85940,Petrol,45337415
Volvo XC90,Volvo,2018,122366,Diesel,10569983
Tata Tiago,Tata,2021,41563,Petrol,787647
Volvo V60,Volvo,2014,229980,Petrol,6586892
Mercedes-Benz AMG E53,Mercedes-Benz,2018,138320,Petrol,13035971
Bentley Mulliner Bacalar,Bentley,2025,16172,Diesel,82353636
Volvo XC60,Volvo,2026,2241,Petrol,7218198
Audi Q7,Audi,2018,110847,Petrol,9016213
Mercedes-Benz CLA,Mercedes-Benz,2014,227843,Petrol,5349734
Mahindra XUV700,Mahindra,2015,141373,Petrol,1729250
Volvo XC40,Volvo,2012,161437,Diesel,4762786
Toyota Innova Hycross,Toyota,2025,19975,Petrol,2856239
Audi Q8,Audi,2020,116626,Petrol,13839501
Lexus RC,Lexus,2025,8062,Petrol,7484986
Honda Amaze,Honda,2020,119220,Petrol,867079
Toyota Glanza,Toyota,2022,73931,Petrol,874185
Cadillac Escalade,Cadillac,2012,163617,Petrol,13702829
Kia Carens,Kia,2018,114445,Petrol,1505482
Audi A5,Audi,2013,250606,Petrol,5561474
Cadillac CT5,Cadillac,2016,106202,Petrol,5558990
MG Comet EV,MG,2021,93215,Electric,726103
Maserati Grecale,Maserati,2024,19173,Petrol,12739277
Lexus UX,Lexus,2012,234131,Diesel,4655686
Maruti Suzuki Ciaz,Maruti,2022,48335,Petrol,1008615
Mercedes-Benz AMG E53,Mercedes-Benz,2026,3276,Petrol,14124163
Land Rover Range Rover,Land Rover,2026,444,Petrol,29926686
Volkswagen Virtus,Volkswagen,2024,29100,Diesel,1637680
McLaren Artura,McLaren,2013,254141,Petrol,53581217
Volvo XC60,Volvo,2018,72432,Petrol,7470619
Honda City,Honda,2018,117527,Petrol,1420958
Bentley Azure,Bentley,2013,203625,Petrol,62104249
Volvo EX30,Volvo,2016,100831,Petrol,4643462
Porsche Panamera,Porsche,2026,417,Electric,17166357
BMW 3 Series,BMW,2022,45941,Petrol,5952731
Tata Punch,Tata,2010,267274,Petrol,893485
Audi RS3,Audi,2012,123309,Diesel,8545509
Audi Q3,Audi,2012,265742,Petrol,4631932
Ferrari Roma,Ferrari,2025,19178,Diesel,36436247
Mahindra Thar 5-Door,Mahindra,2013,143667,Diesel,1806499
Lamborghini Temerario,Lamborghini,2022,53590,Petrol,52380037
Lamborghini Urus,Lamborghini,2013,136137,Petrol,50414875
Mercedes-Benz AMG E63,Mercedes-Benz,2012,141054,Petrol,19178292
MG ZS EV,MG,2021,42158,Electric,2623230
MG HS,MG,2025,14369,Petrol,2329625
Jaguar XJ,Jaguar,2010,244126,Petrol,11604808
Lexus GX,Lexus,2019,72517,Petrol,10944328
Rolls Royce Boat Tail,Rolls,2024,31837,Petrol,213450729
Bentley Flying Spur,Bentley,2020,60200,Petrol,63255257
McLaren 765LT,McLaren,2013,200589,Petrol,57550597
Mahindra XUV700,Mahindra,2010,251546,Petrol,2082734
Lamborghini Urus,Lamborghini,2026,1870,Petrol,48367153
Jaguar XF Sportbrake,Jaguar,2022,53410,Petrol,6793382
BMW M2,BMW,2012,190534,Petrol,10999267
Porsche 718 Boxster,Porsche,2019,70741,Petrol,16597523
Lexus GX,Lexus,2024,38650,Diesel,10990814
Maserati Ghibli,Maserati,2013,196000,Diesel,12415545
Audi A6,Audi,2015,195405,Petrol,6943188
Lexus LX,Lexus,2020,58736,Diesel,16204828
Tata Nexon,Tata,2017,132448,Petrol,1101625
Hyundai Alcazar,Hyundai,2019,69587,Petrol,1626093
MG Astor,MG,2012,223899,Diesel,1637406
Bentley Bentayga,Bentley,2012,132289,Petrol,49120473
Audi A5,Audi,2018,157586,Diesel,5038982
Audi Q5,Audi,2010,169080,Diesel,7343448
Porsche 911 GT3 RS,Porsche,2019,86474,Diesel,42824598
Aston Martin DBS Superleggera,Aston,2016,193902,Petrol,59759716
Toyota Land Cruiser,Toyota,2013,182824,Diesel,21761994
MG Cyberster,MG,2023,39623,Petrol,4556757
Maruti Suzuki Dzire,Maruti,2010,209426,Petrol,694178
BMW 8 Series,BMW,2023,33775,Diesel,16166841
Renault Duster,Renault,2021,51870,Petrol,1260486
Honda City,Honda,2017,178062,Petrol,1408149
Audi Q7,Audi,2023,32096,Petrol,9466388
Mercedes-Benz AMG GT,Mercedes-Benz,2016,189860,Diesel,28872761
Rolls Royce Dawn,Rolls,2016,187248,Petrol,78766580
Skoda Slavia,Skoda,2012,127653,Diesel,1662501
Porsche 911 GT3 RS,Porsche,2017,119217,Petrol,40812150
Tata Tigor,Tata,2010,169978,Petrol,671157
Jeep Renegade,Jeep,2015,208872,Petrol,1922573
Mercedes-Benz AMG S63,Mercedes-Benz,2020,97055,Diesel,35129585
Aston Martin DB11,Aston,2020,119979,Petrol,46643038
Maruti Suzuki S-Cross,Maruti,2020,84455,Petrol,1185661
Audi RS6,Audi,2025,16790,Diesel,15214927
Kia Carens,Kia,2017,97041,Petrol,1302002
Aston Martin DBS Superleggera,Aston,2020,77154,Petrol,60980719
Mercedes-Benz S-Class,Mercedes-Benz,2012,166392,Petrol,19017979
Ferrari 812 Superfast,Ferrari,2022,70646,Petrol,67333747
Kia Carens,Kia,2019,88977,Diesel,1044160
BMW 8 Series,BMW,2021,45873,Petrol,15045744
Volvo V40,Volvo,2016,141519,Diesel,4831315
McLaren Artura,McLaren,2019,102559,Petrol,52781268
Kia EV6,Kia,2021,65922,Electric,6480006
Volvo S60,Volvo,2021,51308,Petrol,5531423
Hyundai i20,Hyundai,2014,116663,Petrol,1065654
Rolls Royce Spectre,Rolls,2017,76274,Diesel,91421077
Audi RS e-tron GT,Audi,2024,33538,Electric,20955960
McLaren Artura,McLaren,2020,61965,Diesel,54292308
Volkswagen Vento,Volkswagen,2012,231914,Petrol,1286534
Hyundai Aura,Hyundai,2025,11119,Petrol,744433
Volvo XC90,Volvo,2014,135871,Petrol,9936129
Audi Q7,Audi,2023,25866,Petrol,9306839
Volkswagen Tiguan,Volkswagen,2018,123668,Petrol,3677660
Mercedes-Benz CLS,Mercedes-Benz,2020,65516,Petrol,10479013
Lincoln Aviator,Lincoln,2018,95358,Diesel,7491285
Aston Martin Valhalla,Aston,2018,96934,Diesel,79359065
BMW X3,BMW,2013,209963,Petrol,7316533
Hyundai Ioniq 5,Hyundai,2010,290748,Petrol,4663286
Toyota Urban Cruiser Hyryder,Toyota,2024,20901,Diesel,1771145
Renault Triber,Renault,2023,38506,Petrol,622897
Maruti Suzuki Alto,Maruti,2012,241114,Petrol,404951
Kia Sonet,Kia,2018,138900,Electric,757713
Bentley Bentayga,Bentley,2016,93341,Petrol,45416484
Toyota Yaris,Toyota,2021,56795,Petrol,1781772
Rolls Royce Dawn,Rolls,2011,252806,Diesel,76605184
Mahindra BE 6,Mahindra,2014,230046,Petrol,3905579
Lamborghini Aventador,Lamborghini,2011,145111,Petrol,66325364
Maruti Suzuki Celerio,Maruti,2026,1702,Petrol,626198
Land Rover Discovery 5,Land Rover,2015,174686,Petrol,12176585
Jaguar F-Type,Jaguar,2013,256671,Petrol,13216314
Tata Safari,Tata,2017,159609,Petrol,2454686
Rolls Royce Spectre,Rolls,2022,40601,Petrol,96166125
McLaren P1,McLaren,2012,267154,Diesel,88962503
Tata Tiago EV,Tata,2013,192675,Electric,905816
Porsche Cayenne,Porsche,2026,3994,Petrol,17430734
Mercedes-Benz SL,Mercedes-Benz,2017,75253,Diesel,14961732
Tata Tiago,Tata,2018,112987,Petrol,771760
BMW Z4 M40i,BMW,2016,171487,Petrol,9490563
Hyundai Creta,Hyundai,2010,220250,Diesel,1799431
MG Hector,MG,2019,136560,Petrol,1905568
Audi Q7,Audi,2024,37648,Petrol,8899810
Maruti Suzuki WagonR,Maruti,2019,129445,Diesel,680991
Cadillac XT6,Cadillac,2010,254906,Petrol,7681981
Renault Kwid,Renault,2015,144490,Petrol,469888
Skoda Rapid,Skoda,2020,48630,Diesel,1180250
Audi RS6,Audi,2022,33013,Petrol,15270304
Lexus RX,Lexus,2013,207622,Petrol,9801066
Lexus GX,Lexus,2014,111833,Diesel,10173136
Tata Safari EV,Tata,2010,131958,Electric,2138669
Lexus ES,Lexus,2016,151120,Petrol,6697817
Maserati Levante,Maserati,2016,107761,Petrol,16029690
Jaguar E-Pace,Jaguar,2011,123614,Diesel,6552697
Jeep Meridian,Jeep,2025,15902,Petrol,3031259
Volvo EX90,Volvo,2016,82890,Petrol,8873390
Rolls Royce Boat Tail,Rolls,2023,33509,Diesel,225512374
BMW X4,BMW,2024,35723,Petrol,7530196
Lamborghini Temerario,Lamborghini,2010,202724,Petrol,50777493
Honda Amaze,Honda,2021,93873,Petrol,966601
Tata Nexon EV,Tata,2012,176958,Electric,1451542
Skoda Kodiaq,Skoda,2017,96652,Petrol,4108734
Toyota Vellfire,Toyota,2019,79705,Diesel,97160869
BMW M3,BMW,2022,50609,Diesel,14973994
Toyota Innova Hycross,Toyota,2012,267552,Petrol,2572173
Nissan Leaf,Nissan,2013,170141,Petrol,4473769
Mahindra Bolero Neo,Mahindra,2014,201101,Diesel,969896
Genesis G90,Genesis,2017,122792,Petrol,7781673
Skoda Octavia,Skoda,2022,70132,Petrol,2740438
Volkswagen Taigun,Volkswagen,2015,96682,Petrol,1795459
Hyundai Aura,Hyundai,2015,168684,Diesel,878334
Jaguar XF Sportbrake,Jaguar,2025,19610,Petrol,6843460
Cadillac Lyriq,Cadillac,2017,147931,Diesel,6393879
Bentley Bentayga,Bentley,2017,141920,Diesel,49935725
Renault Kiger,Renault,2011,294473,Diesel,743846
Porsche Macan,Porsche,2022,54097,Petrol,19758022
Jeep Meridian,Jeep,2023,46060,Petrol,3238333
Lincoln Navigator,Lincoln,2025,16277,Diesel,10152084
Lincoln Aviator,Lincoln,2015,191965,Diesel,8554113
Audi Q5,Audi,2026,874,Petrol,6871607
Toyota Urban Cruiser Hyryder,Toyota,2017,107791,Petrol,1276279
Mahindra BE 6,Mahindra,2014,192438,Petrol,3162768
Volvo XC60,Volvo,2010,275782,Petrol,6855813
Lexus NX,Lexus,2024,36548,Petrol,7731231
Porsche Macan,Porsche,2024,36803,Petrol,19158714
Honda Amaze,Honda,2023,31604,Petrol,869661
BMW 4 Series,BMW,2020,86019,Petrol,6240284
Land Rover Range Rover Velar,Land Rover,2018,119223,Petrol,9311405
McLaren 750S,McLaren,2026,663,Petrol,43441504
Land Rover Discovery,Land Rover,2020,78264,Petrol,9474888
Kia EV9,Kia,2014,109051,Electric,13783411
Rolls Royce Boat Tail,Rolls,2010,128437,Petrol,207652840
Jeep Compass,Jeep,2016,133934,Diesel,3039380
Lamborghini Urus,Lamborghini,2019,79167,Petrol,48881023
Maserati Ghibli,Maserati,2016,139668,Petrol,14852040
Honda City,Honda,2011,140589,Diesel,1099113
Hyundai i20,Hyundai,2013,146016,Petrol,927057
Rolls Royce Spectre,Rolls,2025,8717,Petrol,89516890
Honda Amaze,Honda,2025,8244,Petrol,851850
BMW M5,BMW,2016,179527,Diesel,18366444
Hyundai Exter,Hyundai,2013,164677,Petrol,613672
Citroen C3,Citroen,2018,123530,Petrol,648361
Citroen C3,Citroen,2023,56437,Diesel,747366
Jaguar I-Pace,Jaguar,2015,204698,Diesel,12914064
BMW 5 Series,BMW,2018,148698,Petrol,7485410
Volvo V60,Volvo,2017,80385,Petrol,5971457
Skoda Octavia RS,Skoda,2012,206707,Petrol,3506529
Kia Sonet,Kia,2010,312147,Diesel,927433
Mercedes-Benz SL,Mercedes-Benz,2011,245153,Petrol,17291848
MG Comet EV,MG,2025,17948,Electric,728386
Renault Kiger,Renault,2014,205767,Diesel,604758
Jeep Wagoneer,Jeep,2016,158503,Diesel,4458020
BMW 7 Series,BMW,2012,264415,Petrol,18081527
Audi TT RS,Audi,2018,93985,Petrol,8545957
BMW X6,BMW,2019,68944,Electric,12047649
Porsche 911,Porsche,2020,49401,Petrol,25197147
Honda Jazz,Honda,2020,114854,Diesel,993609
Lexus RZ 450e,Lexus,2025,17923,Diesel,13277214
Mahindra XUV700,Mahindra,2022,63595,Diesel,1884094
Mercedes-Benz C-Class,Mercedes-Benz,2016,195426,Diesel,6205383
Mercedes-Benz C-Class,Mercedes-Benz,2013,251844,Diesel,6501309
Porsche 718 Spyder,Porsche,2020,58623,Petrol,17751108
Maserati Quattroporte,Maserati,2020,55970,Petrol,21814870
Jaguar F-Pace,Jaguar,2013,154924,Petrol,8389487
Lexus LX,Lexus,2021,67249,Petrol,15640193
Porsche Taycan,Porsche,2014,128725,Petrol,21552580
Maruti Suzuki Alto,Maruti,2021,62975,Diesel,435979
Volkswagen Virtus,Volkswagen,2010,268796,Diesel,1207944
Honda Jazz,Honda,2011,198332,Petrol,1065085
Mercedes-Benz GLA,Mercedes-Benz,2024,27565,Petrol,4709809
Mercedes-Benz GLA,Mercedes-Benz,2011,184237,Diesel,4548090
Hyundai Alcazar,Hyundai,2014,200645,Petrol,1809280
Lexus LX,Lexus,2014,126581,Petrol,15472068
Bentley Mulliner Bacalar,Bentley,2011,199188,Diesel,89235438
BMW 3 Series,BMW,2011,275779,Petrol,6269892
Mercedes-Benz CLS,Mercedes-Benz,2020,103689,Diesel,9719333
MG Comet EV,MG,2022,64429,Electric,767476
Volkswagen Virtus,Volkswagen,2023,40874,Diesel,1459674
MG Hector,MG,2016,168705,Petrol,1679981
Ferrari SF90 Stradale,Ferrari,2014,131913,Petrol,80281281
Jaguar I-Pace,Jaguar,2010,196794,Diesel,12599280
MG Hector,MG,2017,152542,Petrol,1530832
Tata Curvv,Tata,2012,145077,Petrol,1912944
Mahindra Thar,Mahindra,2012,127229,Petrol,1141873
Aston Martin DBX,Aston,2013,156915,Petrol,40435380
Hyundai Grand i10,Hyundai,2026,123,Petrol,684688
Honda HR-V,Honda,2012,224568,Diesel,1270647
Audi Q8,Audi,2017,73914,Petrol,13688674
Tata Tiago,Tata,2016,176848,Diesel,604124
BMW X5 M,BMW,2020,50530,Petrol,17189712
BMW 5 Series,BMW,2010,147131,Petrol,7257028
Toyota Corolla,Toyota,2020,83268,Petrol,2196204
Kia Carnival,Kia,2011,200108,Petrol,3212869
Mercedes-Benz AMG A35,Mercedes-Benz,2014,224152,Diesel,5984609
McLaren 720S,McLaren,2015,106400,Petrol,49635908
Lexus LX,Lexus,2025,18581,Petrol,17635627
Audi RS4,Audi,2016,133029,Diesel,10509300
Genesis G80,Genesis,2018,108392,Petrol,5363689
McLaren Artura,McLaren,2019,103185,Diesel,55445776
BMW M8,BMW,2017,144119,Electric,23482836
Mercedes-Benz SL,Mercedes-Benz,2011,249332,Diesel,15824985
Mercedes-Benz AMG GTR,Mercedes-Benz,2025,11856,Petrol,37967431
MG Cyberster,MG,2022,71917,Petrol,4575749
Ferrari Roma,Ferrari,2011,201401,Petrol,38200237
Maserati Grecale,Maserati,2014,136110,Petrol,14163923
Tata Nexon EV,Tata,2024,32767,Electric,1630798
BMW X3,BMW,2014,238681,Diesel,6927507
Kia Carnival,Kia,2018,95439,Petrol,2843999
Volvo EX90,Volvo,2015,91315,Petrol,8594337
Mahindra KUV100,Mahindra,2011,202979,Diesel,681499
Mercedes-Benz B-Class,Mercedes-Benz,2010,302258,Petrol,4667173
Kia Sonet,Kia,2025,19459,Petrol,820470
Mercedes-Benz AMG E63,Mercedes-Benz,2011,160232,Petrol,18977709
Mercedes-Benz SLK,Mercedes-Benz,2023,50759,Petrol,6425577
Mercedes-Benz GLC,Mercedes-Benz,2024,32224,Petrol,8124534
Volvo S90,Volvo,2026,1478,Petrol,7098682
Audi RS e-tron GT,Audi,2026,2569,Electric,21320485
Hyundai Venue,Hyundai,2014,217747,Diesel,1180631
MG Hector,MG,2019,129763,Petrol,1884295
Maruti Suzuki S-Presso,Maruti,2025,13748,Petrol,533623
Tata Safari EV,Tata,2025,9306,Electric,1970298
Lincoln Aviator,Lincoln,2012,275073,Petrol,7766414
Lincoln Aviator,Lincoln,2022,46439,Petrol,8142084
Jaguar XF,Jaguar,2016,101733,Diesel,5672417
Skoda Octavia,Skoda,2019,88344,Diesel,2996442
Jaguar XF Sportbrake,Jaguar,2023,51929,Diesel,6533452
Lincoln Navigator,Lincoln,2014,181448,Petrol,7977526
Mercedes-Benz AMG GT,Mercedes-Benz,2013,206880,Diesel,28332110
Jaguar F-Pace,Jaguar,2023,40302,Petrol,7733734
Maruti Suzuki Alto,Maruti,2013,134066,Petrol,386690
Lexus RZ 450e,Lexus,2012,237078,Diesel,12955837
Lexus ES,Lexus,2012,140248,Petrol,6640672
Mahindra Thar,Mahindra,2016,107689,Petrol,1318205
Volvo EX90,Volvo,2014,181386,Petrol,8766318
Cadillac XT4,Cadillac,2013,133630,Petrol,5963777
Maruti Suzuki Ertiga,Maruti,2012,217241,Petrol,1152846
Volkswagen Tiguan,Volkswagen,2011,238200,Petrol,3516672
Porsche 718 Cayman,Porsche,2024,31437,Petrol,14395135
Jeep Compass,Jeep,2014,157704,Petrol,3145264
Tata Safari EV,Tata,2013,164642,Electric,2196610
Jeep Grand Cherokee,Jeep,2010,284618,Diesel,8280702
Genesis G90,Genesis,2019,130659,Petrol,7122649
Tata Tigor,Tata,2013,154276,Diesel,704214
Audi Q4 e-tron,Audi,2025,19838,Electric,10861859
Ferrari F8 Tributo,Ferrari,2011,147622,Petrol,49792125
Cadillac CT5,Cadillac,2022,62739,Petrol,6777082
BMW X5 M,BMW,2011,258512,Petrol,16332046
Hyundai Verna,Hyundai,2011,258330,Petrol,1711803
Mercedes-Benz AMG C43,Mercedes-Benz,2023,39866,Petrol,9886316
Toyota Camry Hybrid,Toyota,2018,107554,Electric,4941390
Mahindra Scorpio N,Mahindra,2012,276946,Petrol,1614369
Mercedes-Benz GLE,Mercedes-Benz,2014,144222,Petrol,11754066
Tata Tiago,Tata,2020,86432,Diesel,740091
Land Rover Discovery 5,Land Rover,2015,205513,Petrol,13792281
Citroen C3 Aircross,Citroen,2013,137086,Petrol,1066429
BMW M8,BMW,2016,151355,Diesel,24614868
Skoda Superb,Skoda,2011,156883,Petrol,3213930
BMW M4,BMW,2021,66716,Petrol,14696957
Porsche 911 Turbo S,Porsche,2018,100972,Diesel,32200501
Volkswagen Ameo,Volkswagen,2022,42027,Petrol,1023669
Maruti Suzuki Ignis,Maruti,2024,17623,Diesel,743313
Genesis GV70,Genesis,2013,203876,Diesel,5958453
Renault Kwid EV,Renault,2010,219982,Electric,897491
Mercedes-Benz AMG A45,Mercedes-Benz,2016,121764,Petrol,8028564
Audi RS3,Audi,2020,110197,Petrol,8679243
Maruti Suzuki Ignis,Maruti,2015,133462,Petrol,729311
Volkswagen Passat,Volkswagen,2018,137985,Petrol,2807826
Mercedes-Benz SLK,Mercedes-Benz,2014,145043,Petrol,6234751
Skoda Octavia RS,Skoda,2019,126588,Petrol,3552534
Rolls Royce Ghost,Rolls,2025,15868,Diesel,71086771
Ferrari Portofino,Ferrari,2024,22570,Diesel,40353330
Maruti Suzuki S-Cross,Maruti,2020,53041,Diesel,866301
Porsche Cayenne,Porsche,2024,26854,Electric,18072446
Audi Q5,Audi,2019,119737,Petrol,7555581
Mahindra Thar 5-Door,Mahindra,2024,30174,Diesel,1947075
Citroen eC3,Citroen,2016,178831,Petrol,1208736
Nissan Leaf,Nissan,2024,19568,Petrol,4167198
Maruti Suzuki Swift,Maruti,2026,4946,Petrol,719739
Maruti Suzuki Invicto,Maruti,2011,143598,Diesel,2580846
Renault Kiger,Renault,2016,175916,Petrol,856898
Lamborghini Temerario,Lamborghini,2021,90630,Petrol,56099938
Genesis GV70,Genesis,2010,312627,Petrol,5891366
Cadillac XT5,Cadillac,2020,80169,Petrol,5785133
Tata Tigor,Tata,2010,158262,Petrol,807141
BMW 4 Series,BMW,2025,10987,Petrol,5688873
Audi Q8,Audi,2018,143279,Petrol,13341721
Porsche 718 Spyder,Porsche,2025,13760,Diesel,18291058
Audi e-tron,Audi,2011,235817,Electric,17451756
Audi RS3,Audi,2016,182415,Petrol,9015468
McLaren P1,McLaren,2016,104249,Petrol,81547433
MG 4 EV,MG,2024,36197,Electric,3243864
BMW 3 Series,BMW,2026,1754,Petrol,6136554
Ferrari Daytona SP3,Ferrari,2021,46498,Petrol,49089372
Nissan Magnite,Nissan,2018,109511,Petrol,942606
Audi RSQ8,Audi,2012,248321,Petrol,23910533
Lincoln MKZ,Lincoln,2024,32300,Petrol,4850430
Skoda Rapid,Skoda,2015,147700,Diesel,1192055
Tata Punch EV,Tata,2017,90275,Electric,1213873
Audi Q7,Audi,2023,40551,Petrol,9000595
Tata Nexon,Tata,2012,272249,Petrol,1210419
Toyota Innova,Toyota,2026,2755,Petrol,2099794
Audi RS4,Audi,2017,88448,Petrol,10624319
Aston Martin Valhalla,Aston,2026,1375,Petrol,77552829
Maruti Suzuki Alto,Maruti,2010,134007,Petrol,412331
Jaguar F-Type,Jaguar,2012,228569,Petrol,13754634
BMW Z4 M40i,BMW,2010,233023,Petrol,8394557
Genesis G80,Genesis,2019,85539,Petrol,5806821
Hyundai Exter,Hyundai,2013,133840,Petrol,686739
McLaren P1,McLaren,2013,135399,Petrol,87622319
Hyundai Ioniq 5,Hyundai,2016,134339,Petrol,4760133
McLaren 750S,McLaren,2021,82765,Petrol,44719808
Mahindra XUV300,Mahindra,2010,193377,Diesel,1095260
Lexus RX,Lexus,2012,270369,Diesel,9850249
Jaguar XJ,Jaguar,2020,54947,Diesel,11839394
Citroen C5 Aircross,Citroen,2020,75249,Diesel,3329434
Genesis GV80,Genesis,2020,52912,Petrol,6966853
Bentley Mulliner Bacalar,Bentley,2020,80112,Petrol,88490084
Nissan GT-R,Nissan,2015,168087,Petrol,24123471
Honda City,Honda,2015,158216,Petrol,1184868
MG HS,MG,2024,27075,Petrol,2101429
Audi RS5,Audi,2012,248059,Diesel,12151609
Aston Martin Vantage,Aston,2026,2327,Petrol,34121644
BMW 6 Series,BMW,2015,183521,Petrol,6854498
Genesis G80,Genesis,2016,176104,Petrol,5312252
